card_id,card_name,card_family,owner_faction,confidence,top_margin,score_BorderstoneGuild,score_FloodbornPact,score_SkyloomTemple,score_UnderwellKeepers,score_Fateforge,legacy_race,race_suggest,race_purity,race_total,token_suggest,token_best_purity,token_evidence,review_outcome,recommended_faction,review_notes
454,Bonebreaker,Character,UnderwellKeepers,low,1,0,0,0,1,0,Rattusk,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
457,Bloodspiller,Character,Fateforge,low,1,0,0,0,0,1,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
459,Blood Hierophant,Character,Fateforge,low,1,0,0,0,0,1,Hyenoid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
460,Blood Arena Lord,Character,Fateforge,low,1,0,0,0,0,1,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
471,Void Scribe,Character,SkyloomTemple,low,1,0,0,1,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
473,Void Chemist,Character,FloodbornPact,low,1,0,1,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
475,Viscera Sculptor,Character,SkyloomTemple,low,0,0,0,0,0,0,Sludgine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
477,Venom Alchemist,Character,FloodbornPact,low,1,0,1,0,0,0,Hyenoid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
478,Tablet Keeper,Character,FloodbornPact,low,0,0,0,0,0,0,Spidrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
479,Sporebrewer,Character,SkyloomTemple,low,0,0,0,0,0,0,Rattusk,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
481,Smoke Weaver,Character,FloodbornPact,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
483,Shadow Puppeteer,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
484,Sand Tinker,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
485,Sand Prophetess,Character,BorderstoneGuild,low,0,0,0,0,0,0,Canid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
487,Sand Alchemist,Character,FloodbornPact,low,1,0,1,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
488,Rune Mystic,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
489,Rune Mechanist,Character,SkyloomTemple,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
494,Idol Worshipper,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
495,Idol Mechanist,Character,Fateforge,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
499,Geas Weaver,Character,BorderstoneGuild,low,0,0,0,0,0,0,Centipor,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
500,Flesh Weaver,Character,UnderwellKeepers,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
504,Eclipse Visionary,Character,SkyloomTemple,low,0,0,0,0,0,0,Crocavine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
505,Eclipse Summoner,Character,UnderwellKeepers,low,0,0,0,0,0,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
508,Dream Warden,Character,UnderwellKeepers,low,0,0,0,0,0,0,Fungalid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
510,Cuneiform Savant,Character,UnderwellKeepers,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
516,Crimson Visionary,Character,FloodbornPact,low,0,0,0,0,0,0,Hydran,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
518,Crimson Scribe,Character,BorderstoneGuild,low,1,2,0,1,0,0,Beetline,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
524,Bone Harvester,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
525,Bone Conductor,Character,UnderwellKeepers,low,1,0,0,0,1,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
529,Blood Sculptor,Character,Fateforge,low,1,0,0,0,0,1,Serpentid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
530,Blood Draught Maker,Character,Fateforge,low,1,0,0,0,0,1,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
540,Word Eater,Character,SkyloomTemple,low,0,0,0,0,0,0,Crocavine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
541,Whipbearer,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
542,Whip Sergeant,Character,SkyloomTemple,low,0,0,0,0,0,0,Rattusk,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
543,Vulture Queen,Character,SkyloomTemple,low,0,0,0,0,0,0,Canid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
545,Void Thrall,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
546,Void Obelisk,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
547,Void Leech,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
548,Void Hymnist,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
552,Trap Setter,Character,SkyloomTemple,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
559,Spore Drudge,Character,FloodbornPact,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
561,Soul Drinker,Character,SkyloomTemple,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
562,Sludge Slime,Character,SkyloomTemple,low,0,0,0,0,0,0,Canid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
565,Slave Champion,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
566,Silver Rat,Character,FloodbornPact,low,0,0,0,0,0,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
567,Siege Ox,Character,SkyloomTemple,low,0,0,0,0,0,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
572,Shadow Eel,Character,FloodbornPact,low,0,0,1,0,1,0,Hydran,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
576,Shacklebearer Guard,Character,FloodbornPact,low,0,0,0,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
578,Serpent Queen,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
586,Sand Hyena,Character,FloodbornPact,low,0,0,0,0,0,0,Raptrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
589,Rust Slug,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
590,Rust Mite,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
591,Rune Husk,Character,BorderstoneGuild,low,0,0,0,0,0,0,Hydran,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
592,Rune Horror,Character,FloodbornPact,low,0,0,0,0,0,0,Sludgine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
593,Rune Centipede,Character,UnderwellKeepers,low,0,0,0,0,0,0,Hyenoid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
602,Plague Drummer,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
604,Pit Jailer,Character,FloodbornPact,low,0,0,0,0,0,0,Spidrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
605,Pit Houndmaster,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
606,Pit Guard,Character,UnderwellKeepers,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
608,Pit Fighter,Character,Fateforge,low,0,0,0,0,0,0,Spidrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
611,Pale Stalker,Character,SkyloomTemple,low,0,0,0,0,0,0,Raptrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
614,Oil Hydra,Character,UnderwellKeepers,low,0,0,0,0,0,0,Hyenoid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
616,Obsidian Helm,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
621,Night Prowler,Character,Fateforge,low,0,0,0,0,0,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
622,Mud Rat,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
628,Masked King,Character,UnderwellKeepers,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
637,Knife Zealot,Character,SkyloomTemple,low,0,0,0,0,0,0,Viperine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
639,Ironbound Horror,Character,UnderwellKeepers,low,0,0,0,0,0,0,Inkborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
641,Iron Juggernaut,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
642,Ink Tongue,Character,FloodbornPact,low,0,0,0,0,0,0,Centipor,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
644,Idol Servant,Character,UnderwellKeepers,low,0,0,0,0,0,0,Centipor,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
646,Idol Chanter,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
647,Hymncaller Priest,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
649,Howling Fiend,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
651,Hill Ram,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
652,Hill Raider,Character,BorderstoneGuild,low,0,0,0,0,0,0,Fungalid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
653,High Priest,Character,FloodbornPact,low,0,0,0,0,0,0,Raptrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
656,Golden Whip,Character,SkyloomTemple,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
658,Gold Captain,Character,SkyloomTemple,low,0,0,0,0,0,0,Myriad,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
660,Glow Beetle,Character,UnderwellKeepers,low,0,0,0,0,0,0,Inkborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
662,Glass Mite,Character,Fateforge,low,1,0,0,0,0,1,Wyrmling,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
664,Fungus Mite,Character,FloodbornPact,low,0,0,0,0,0,0,Serpentid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
665,Fungus Creeper,Character,SkyloomTemple,low,0,0,0,0,0,0,Crocavine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
667,Fire Sapper,Character,Fateforge,low,0,0,0,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
669,Fire Jackal,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
670,Fire Beetle,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
671,Fire Bearer,Character,SkyloomTemple,low,0,0,0,0,0,0,Inkborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
673,Filth King,Character,UnderwellKeepers,low,0,0,0,0,0,0,Raptrine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
676,Exiled Gladiator,Character,Fateforge,low,0,0,0,0,0,0,Wyrmling,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
677,Enlil Vessel,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
679,Eclipse Revenant,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
682,Echo Voice,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
687,Dog Breaker,Character,Fateforge,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
688,Desert Vulture,Character,BorderstoneGuild,low,0,0,0,0,0,0,Inkborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
690,Desert Jackal,Character,FloodbornPact,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
691,Desert Hawk,Character,SkyloomTemple,low,0,0,0,0,0,0,Miteborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
697,Crocodile Warlord,Character,Fateforge,low,0,0,0,0,0,0,Hydran,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
698,Crimson Youth,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
699,Crater Rat,Character,Fateforge,low,0,0,0,0,0,0,Crocavine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
700,Crater Lurker,Character,BorderstoneGuild,low,0,0,0,0,0,0,Fungalid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
701,Corpse Beetle,Character,FloodbornPact,low,0,0,0,0,0,0,Crocavine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
702,Collapse Worker,Character,SkyloomTemple,low,0,0,0,0,0,0,Jackalite,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
703,Cistern Horror,Character,Fateforge,low,0,0,0,0,0,0,Wyrmling,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
707,Chain Warden,Character,Fateforge,low,0,0,0,0,0,0,Myriad,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
708,Chain Thrower,Character,BorderstoneGuild,low,0,0,0,0,0,0,Hawkind,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
710,Chain Keeper,Character,SkyloomTemple,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
713,Caravan Breaker,Character,BorderstoneGuild,low,0,0,0,0,0,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
716,Bronze Spear,Character,UnderwellKeepers,low,0,0,0,0,0,0,Serpentid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
717,Bronze Shield,Character,Fateforge,low,0,0,0,0,0,0,Fungalid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
719,Bronze Gaoler,Character,SkyloomTemple,low,0,0,0,0,0,0,Lupine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
720,Bronze Colossus,Character,UnderwellKeepers,low,0,0,0,0,0,0,Serpentid,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
725,Bone Jackal,Character,UnderwellKeepers,low,1,0,0,0,1,0,Anunnaki,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
731,Bone Caller,Character,UnderwellKeepers,low,1,0,0,0,1,0,Centipor,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
736,Blood Evoker,Character,Fateforge,low,1,0,0,0,0,1,Rattusk,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
737,Blood Duelist,Character,Fateforge,low,1,0,0,0,0,1,Sludgine,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
738,Blood Acolyte,Character,Fateforge,low,1,0,0,0,0,1,Inkborn,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
180,Royal Pardon,Edict,FloodbornPact,low,0,0,0,5,0,5,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
182,Public Reckoning,Edict,BorderstoneGuild,low,0,0,0,5,0,5,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
194,Boundary Fine,Edict,FloodbornPact,low,0,2,0,5,0,5,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
9,"Mushussu, Ember Coil",HostSigil,FloodbornPact,low,0,2,0,0,3,3,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
200,Two Suns,Name,FloodbornPact,low,0,5,0,5,0,0,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
202,Heavy Crowns,Name,BorderstoneGuild,low,1,1,0,2,0,0,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
204,Swift Shadow,Name,UnderwellKeepers,low,1,0,0,2,1,0,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
209,Open Ledger,Name,UnderwellKeepers,low,0,0,0,5,0,5,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
245,Ink Crow,Pet,UnderwellKeepers,low,1,0,0,0,1,0,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
250,Bitumen Tortoise,Pet,Fateforge,low,1,3,2,5,1,4,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
225,Archive Prism,Relic,UnderwellKeepers,low,0,5,0,5,0,3,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
227,Null Cantor,Relic,UnderwellKeepers,low,1,0,0,0,0,1,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
229,Gravity Lance,Relic,BorderstoneGuild,low,0,1,5,0,0,5,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
230,Trial Chain,Relic,UnderwellKeepers,low,0,0,0,0,0,0,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
211,Star Bell Harbor,Site,UnderwellKeepers,low,1,8,9,1,0,0,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
221,Clause Pike,Site,Fateforge,low,1,9,0,8,0,5,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
224,Basalt Quay,Site,UnderwellKeepers,low,1,9,8,0,0,0,,,,,,,,manual_review,,Insufficient surviving evidence for safe auto-promotion or quota-safe reassignment.
